m,c,r_ratio,stability,intensity
54,3,0.023622047244094488,0.6,7.763770441140979
54,4,1.02,0.6,7.758194654207811
54,5,0.023622047244094488,0.6,7.758437923546286
54,6,3.04,0.6,7.7535532423595415
54,7,0.024,0.6,7.762870182229534
54,8,1.02,0.6,7.763837905399123
54,9,0.023809523809523808,0.6,7.765932059701692
54,10,2.986842105263158,0.6,7.7567843741912865
54,11,0.023622047244094488,0.6,7.754436771886441
54,12,1.02,0.6,7.75783101389745
54,13,0.023622047244094488,0.6,7.761302465541104
54,14,2.7875,0.6,7.75526554915149
54,15,0.023809523809523808,0.6,7.759818432961415
54,16,1.02,0.6,7.764083002385516
54,17,0.024,0.6,7.7571773026970074
54,18,3.04,0.6,7.749197756525874
54,19,0.023622047244094488,0.6,7.763264877744319
54,20,1.02,0.6,7.763593864397481
54,21,0.023622047244094488,0.6,7.761135640185214
54,22,2.7875,0.6,7.758467531495725
54,23,0.024193548387096774,0.6,7.7640934694266175
54,24,1.02,0.6,7.75732604765347
54,25,0.023809523809523808,0.6,7.762712575735401
54,26,2.8846153846153846,0.6,7.752570364315327
54,27,0.023622047244094488,0.6,7.759269075794441
54,28,1.02,0.6,7.749813607402379
54,29,0.023622047244094488,0.6,7.758125676586917
54,30,3.0,0.6,4.427303972624558
54,31,0.023809523809523808,0.6,7.760614774907805
54,32,1.02,0.6,7.758275237841934
54,33,0.024390243902439025,0.6,7.753335313766388
54,34,3.04,0.6,7.7250200737488655
54,35,0.023622047244094488,0.6,7.763633321081626
54,36,1.02,0.6,7.765814715794352
54,37,0.023622047244094488,0.6,7.766040416186295
54,38,3.0945945945945947,0.6,7.738319629989815
54,39,0.024,0.6,7.761426542125228
54,40,1.02,0.6,7.76304024506681
54,41,0.023809523809523808,0.6,7.764671410792664
54,42,3.0945945945945947,0.6,7.7573207054817646
54,43,0.023622047244094488,0.6,7.764323887036136
54,44,1.02,0.6,7.751986290836254
54,45,0.023622047244094488,0.6,7.754121563855676
54,46,2.986842105263158,0.6,7.753490081763765
54,47,0.023809523809523808,0.6,7.747484923394646
54,48,1.02,0.6,7.764342070821408
54,49,0.024,0.6,7.758998311867859
54,50,2.8095238095238093,0.6,4.467247742311607
54,51,0.023622047244094488,0.6,7.763284966316664
54,52,1.02,0.6,7.761963368125099
54,53,0.023622047244094488,0.6,7.766573888130715
54,54,2.986842105263158,0.6,7.753563868757935
54,55,0.024390243902439025,0.6,7.764684593513763
54,56,1.02,0.6,7.765313490195032
54,57,0.023809523809523808,0.6,7.760765285402178
54,58,2.8846153846153846,0.6,7.743778483668376
54,59,0.023622047244094488,0.6,7.763689101598251
54,60,1.02,0.6,7.764364468568919
54,61,0.023622047244094488,0.6,7.751051483623968
54,62,3.04,0.6,7.724006585125908
54,63,0.023809523809523808,0.6,7.761882201370135
54,64,1.02,0.6,7.7494547316014515
54,65,0.024193548387096774,0.6,7.759033501242314
54,66,3.2083333333333335,0.6,7.738593199106242
54,67,0.023622047244094488,0.6,7.7608422910115085
54,68,1.02,0.6,7.7642253127213845
54,69,0.023622047244094488,0.6,7.757600863261641
54,70,2.935064935064935,0.6,7.757020811963843
54,71,0.024,0.6,7.764551103030786
54,72,1.02,0.6,7.763308499818746
54,73,0.023809523809523808,0.6,7.763956230582954
54,74,2.8354430379746836,0.6,7.7234659670975905
54,75,0.023622047244094488,0.6,7.764551229489863
54,76,1.02,0.6,7.760117122062079
54,77,0.023622047244094488,0.6,7.764125075310309
54,78,2.740740740740741,0.6,7.763120076708729
54,79,0.023809523809523808,0.6,7.763645980035349
54,80,1.02,0.6,7.759854438596923
54,81,0.024,0.6,7.763165618809199
54,82,3.267605633802817,0.6,7.752091098670888
54,83,0.023622047244094488,0.6,7.746431076663214
54,84,1.02,0.6,7.7596598540019865
54,85,0.023622047244094488,0.6,7.761998707191904
54,86,2.8846153846153846,0.6,7.744200089334546
54,87,0.024193548387096774,0.6,7.75013821426881
54,88,1.02,0.6,7.762807619581378
54,89,0.023809523809523808,0.6,7.763900163759833
54,90,3.1506849315068495,0.6,7.735709311539532
54,91,0.023622047244094488,0.6,7.7604627011721
54,92,1.02,0.6,7.761083778376803
54,93,0.023622047244094488,0.6,7.765234218256419
54,94,3.05,0.8,4.426421473512069
54,95,0.023809523809523808,0.6,7.759470220109553
54,96,1.02,0.6,7.756714758850492
54,97,0.024793388429752067,0.6,7.752537739848032
54,98,2.8846153846153846,0.6,7.7469267128318124
54,99,0.023622047244094488,0.6,7.756647148478618
55,1,1.9134615384615385,0.6,7.743044910765913
55,2,0.01,0.6,7.763752958267304
55,3,1.8584905660377358,0.6,7.763014957099031
55,4,0.01,0.6,7.763623506721125
55,5,1.941747572815534,0.6,7.751302426139864
55,6,0.01,0.6,7.766153045130326
55,7,2.0606060606060606,0.6,7.749922438720136
55,8,0.01,0.6,7.75948424257219
55,9,1.8584905660377358,0.6,7.7487590387199194
55,10,0.01,0.6,7.763399524991016
55,11,2.0,0.6,7.751582161685211
55,12,0.01,0.6,7.762713914117657
55,13,1.8055555555555556,0.6,7.76070399284217
55,14,0.01,0.6,7.763972633424437
55,15,1.8584905660377358,0.6,7.75993363145227
55,16,0.01,0.6,7.762896724141567
55,17,2.0606060606060606,0.6,7.762287141995634
55,18,0.01,0.6,7.76309764776552
55,19,2.0,0.6,7.762778414329892
55,20,0.01,0.6,7.764046065021847
55,21,1.8055555555555556,0.6,7.758977112209226
55,22,0.01,0.6,7.762613384834907
55,23,1.7053571428571428,0.6,7.763816928154901
55,24,0.01,0.6,7.765763386354243
55,25,2.0,0.6,7.761031334375362
55,26,0.01,0.6,7.763844812744756
55,27,2.2653061224489797,0.6,4.428977681524109
55,28,0.01,0.6,7.7640163190419385
55,29,2.1894736842105265,0.6,7.754435609871578
55,30,0.01,0.6,7.762903853417939
55,31,1.8857142857142857,0.6,7.7557789416815055
55,32,0.01,0.6,7.760899452298908
55,33,1.8857142857142857,0.6,7.7585861720353675
55,34,0.01,0.6,7.764468548895502
55,35,2.0,0.6,7.762498966122877
55,36,0.01,0.6,7.764965461782799
55,37,1.941747572815534,0.6,7.757573824312807
55,38,0.01,0.6,7.764656717924128
55,39,1.941747572815534,0.6,7.763027901613197
55,40,0.01,0.6,7.764692588100715
55,41,1.8857142857142857,0.6,7.762863014597803
55,42,0.01,0.6,7.760995614988609
55,43,1.8857142857142857,0.6,7.761622612717133
55,44,0.01,0.6,7.766258488258856
55,45,2.076923076923077,0.6,4.472053507069578
55,46,0.01,0.6,7.765993119352845
55,47,2.0,0.6,7.760051979985843
55,48,0.01,0.6,7.764797109566281
55,49,1.941747572815534,0.6,7.756984620189657
55,50,0.01,0.6,7.762432751427122
55,51,2.2745098039215685,0.6,4.609967461587768
55,52,0.01,0.6,7.76152017979488
55,53,2.2580645161290325,0.6,7.75323429279384
55,54,0.01,0.6,7.766005724717066
55,55,1.8857142857142857,0.6,7.756955880811683
55,56,0.01,0.6,7.764724410475992
55,57,2.03,0.6,7.763721861689734
55,58,0.01,0.6,7.7648662014879335
55,59,1.941747572815534,0.6,7.757189772491839
55,60,0.01,0.6,7.7657853498313845
55,61,1.9134615384615385,0.6,7.765553953433402
55,62,0.01,0.6,7.763902898156009
55,63,1.8317757009345794,0.6,7.760629866088179
55,64,0.01,0.6,7.765089086223393
55,65,2.0,0.6,7.762513271691769
55,66,0.01,0.6,7.765663155325251
55,67,2.1894736842105265,0.6,7.761225842542447
55,68,0.01,0.6,7.766106820241847
55,69,1.8857142857142857,0.6,7.755383588370395
55,70,0.01,0.6,7.762721032795551
55,71,1.8055555555555556,0.6,7.758505425514604
55,72,0.01,0.6,7.765518851021031
55,73,1.941747572815534,0.6,7.756998821679258
55,74,0.01,0.6,7.764791050914857
55,75,1.8584905660377358,0.6,7.756793427263313
55,76,0.01,0.6,7.763424012474928
55,77,1.941747572815534,0.6,7.760368842523198
55,78,0.01,0.6,7.76588667369777
55,79,1.941747572815534,0.6,7.746654539248004
55,80,0.01,0.6,7.76389749832059
55,81,2.4431818181818183,0.6,7.763442854894359
55,82,0.01,0.6,7.765189086488965
55,83,2.0606060606060606,0.6,7.7375870222032335
55,84,0.01,0.6,7.7600046908077704
55,85,1.8305084745762712,0.6,4.646778711707189
55,86,0.01,0.6,7.765300215181722
55,87,2.32967032967033,0.6,7.754924378441783
55,88,0.01,0.6,7.765701021851446
55,89,2.15625,0.6,7.747084929702001
55,90,0.01,0.6,7.760702339446018
55,91,2.176470588235294,0.8,4.454662054851328
55,92,0.01,0.6,7.765749691066313
55,93,2.0606060606060606,0.6,7.758175971183104
55,94,0.01,0.6,7.764515493648219
55,95,2.0918367346938775,0.6,7.76478476315701
55,96,0.01,0.6,7.763421052570806
55,97,2.1237113402061856,0.6,7.751991043681272
55,98,0.01,0.6,7.764445930277789
55,99,1.8857142857142857,0.6,7.762602801063759
56,1,0.06818181818181818,0.6,7.734310685765445
56,2,1.0158730158730158,0.6,7.748159270669779
56,3,0.06818181818181818,0.6,7.703626700837089
56,4,2.03,0.6,7.7652545191211315
56,5,0.06818181818181818,0.6,7.740582891805273
56,6,1.015625,0.6,7.756338928839476
56,7,0.06818181818181818,0.6,7.74356034921688
56,8,4.827586206896552,0.8,2.919847688918084
56,9,0.06818181818181818,0.6,7.700853606021819
56,10,1.015625,0.6,7.743196346641062
56,11,0.06976744186046512,0.6,7.669895421663452
56,12,2.03,0.6,7.761723802484411
56,13,0.06976744186046512,0.6,7.692949812639933
56,14,1.0158730158730158,0.6,7.764751769987785
56,15,0.06818181818181818,0.6,7.750016814067425
56,16,2.986842105263158,0.6,7.737159594910213
56,17,0.06818181818181818,0.6,7.683953491320769
56,18,1.0158730158730158,0.6,7.711362750932329
56,19,0.06818181818181818,0.6,7.698539504275288
56,20,2.03,0.6,7.752884493147592
56,21,0.06818181818181818,0.6,7.740602747419942
56,22,1.015625,0.6,7.741440329385957
56,23,0.06818181818181818,0.6,7.753275366858932
56,24,4.925925925925926,0.6,2.534680841309108
56,25,0.06818181818181818,0.6,7.750389157152128
56,26,1.015625,0.6,7.759338170546789
56,27,0.06976744186046512,0.6,7.730692333579681
56,28,2.03,0.6,7.761928636945892
56,29,0.06976744186046512,0.6,7.745316702348416
56,30,1.0161290322580645,0.6,7.759585923757006
56,31,0.06818181818181818,0.6,7.7612051593264315
56,32,2.986842105263158,0.6,7.739799571459571
56,33,0.06818181818181818,0.6,7.725591597853676
56,34,1.0158730158730158,0.6,7.738524794077549
56,35,0.06818181818181818,0.6,7.704736076098058
56,36,2.03,0.6,7.740684239248085
56,37,0.06818181818181818,0.6,7.715161735707201
56,38,1.015625,0.6,7.71472777296164
56,39,0.06818181818181818,0.6,7.725856283334113
56,40,7.0,0.6,1.2587202370686723
56,41,0.06818181818181818,0.6,7.757033269214276
56,42,1.015625,0.6,7.760922726723939
56,43,0.06976744186046512,0.6,7.761500768429379
56,44,2.03,0.6,7.762551870159565
56,45,0.06976744186046512,0.6,7.731015517104643
56,46,1.0158730158730158,0.6,7.740334357060968
56,47,0.06818181818181818,0.6,7.7633863162622045
56,48,2.986842105263158,0.6,7.754020749327371
56,49,0.06818181818181818,0.6,7.707860573113045
56,50,1.0161290322580645,0.6,7.759372118708747
56,51,0.06818181818181818,0.6,7.746375803378919
56,52,2.03,0.6,7.759060682072217
56,53,0.06818181818181818,0.6,7.740313784009345
56,54,1.015625,0.6,7.765225692079289
56,55,0.06818181818181818,0.6,7.682247750380988
56,56,4.551724137931035,0.6,3.0286612977809773
56,57,0.06818181818181818,0.6,7.740107812743783
56,58,1.015625,0.6,7.759734230793353
56,59,0.06976744186046512,0.6,7.694049708776942
56,60,2.03,0.6,7.7593836795701945
56,61,0.06976744186046512,0.6,7.742452547873863
56,62,1.0158730158730158,0.6,7.739304589613786
56,63,0.06818181818181818,0.6,7.7181819536481955
56,64,2.986842105263158,0.6,7.747684158062502
56,65,0.06818181818181818,0.6,7.707858482537899
56,66,1.0158730158730158,0.6,7.740263902364722
56,67,0.06818181818181818,0.6,7.741327352921646
56,68,2.03,0.6,7.7631194974480255
56,69,0.06818181818181818,0.6,7.720515124054532
56,70,1.015625,0.6,7.751513310489777
56,71,0.06818181818181818,0.6,7.691590437888817
56,72,4.716981132075472,0.6,4.4370262666543985
56,73,0.06818181818181818,0.6,7.692824057736859
56,74,1.015625,0.6,7.7633495531706105
56,75,0.06976744186046512,0.6,7.697021150567207
56,76,2.03,0.6,7.765856117816971
56,77,0.06976744186046512,0.6,7.740052652618547
56,78,1.0158730158730158,0.6,7.752142717148888
56,79,0.06818181818181818,0.6,7.745350372611133
56,80,2.986842105263158,0.6,7.72575286102167
56,81,0.06818181818181818,0.6,7.7328943096784375
56,82,1.0158730158730158,0.6,7.760017721655447
56,83,0.06818181818181818,0.6,7.73453613808996
56,84,2.03,0.6,7.760952806579995
56,85,0.06818181818181818,0.6,7.758585743975833
56,86,1.015625,0.6,7.746966520110362
56,87,0.06818181818181818,0.6,7.7626200001790036
56,88,5.785714285714286,0.8,1.8096204829460558
56,89,0.06818181818181818,0.6,7.74830915298345
56,90,1.015625,0.6,7.751659065881478
56,91,0.07142857142857142,0.6,7.711340026866546
56,92,2.03,0.6,7.760487717533008
56,93,0.06976744186046512,0.6,7.735531945005647
56,94,1.0163934426229508,0.6,7.75119571171904
56,95,0.06818181818181818,0.6,7.73289747834974
56,96,2.986842105263158,0.6,7.757714491282087
56,97,0.06818181818181818,0.6,7.750213389627999
56,98,1.0158730158730158,0.6,7.765767771636585
56,99,0.06818181818181818,0.6,7.737245191062206
57,1,1.941747572815534,0.6,7.758749604356263
57,2,0.01,0.6,7.76380752859131
57,3,2.0,0.6,7.761471822119954
57,4,0.01,0.6,7.765446834904057
57,5,2.0,0.6,7.757930674888445
57,6,0.01,0.6,7.762645951303503
57,7,2.0606060606060606,0.6,7.753941675511723
57,8,0.01,0.6,7.763392984390505
57,9,1.9134615384615385,0.6,7.757314153673613
57,10,0.01,0.6,7.76234527421253
57,11,1.8055555555555556,0.6,7.754304018536703
57,12,0.01,0.6,7.763879598138837
57,13,2.0606060606060606,0.6,7.762959617861091
57,14,0.01,0.6,7.765625350572409
57,15,1.9705882352941178,0.6,7.753991319153604
57,16,0.01,0.6,7.757348847679566
57,17,2.0,0.6,7.759018219323569
57,18,0.01,0.6,7.7661470448847565
57,19,1.8055555555555556,0.6,7.763749327411466
57,20,0.01,0.6,7.764202290460588
57,21,1.9090909090909092,0.6,4.428524388789145
57,22,0.01,0.6,7.765750365140912
57,23,2.1237113402061856,0.6,7.757363935172049
57,24,0.01,0.6,7.762403345058826
57,25,1.941747572815534,0.6,7.753094081130574
57,26,0.01,0.6,7.764695052492508
57,27,1.9134615384615385,0.6,7.761000533034557
57,28,0.01,0.6,7.765332409804989
57,29,2.0918367346938775,0.6,7.761222626673009
57,30,0.01,0.6,7.7652392743674366
57,31,2.03,0.6,7.756841202921263
57,32,0.01,0.6,7.765242156748906
57,33,2.03,0.6,7.755388400907513
57,34,0.01,0.6,7.763672086345016
57,35,2.018867924528302,0.6,4.469553851129511
57,36,0.01,0.6,7.76417664678816
57,37,2.0918367346938775,0.6,7.757791996848141
57,38,0.01,0.6,7.764026377361141
57,39,2.0606060606060606,0.6,7.757666711868974
57,40,0.01,0.6,7.763737492672742
57,41,1.9705882352941178,0.6,7.761018182238949
57,42,0.01,0.6,7.765853207928927
57,43,1.8055555555555556,0.6,7.753581318497216
57,44,0.01,0.6,7.757237059317092
57,45,2.0606060606060606,0.6,7.757502341115567
57,46,0.01,0.6,7.764854050948505
57,47,1.941747572815534,0.6,7.756381930474926
57,48,0.01,0.6,7.765216074635387
57,49,2.15625,0.6,7.751424676504778
57,50,0.01,0.6,7.766107912491035
57,51,1.8857142857142857,0.6,7.756268548439221
57,52,0.01,0.6,7.7656089729010915
57,53,2.03,0.6,7.762535137120611
57,54,0.01,0.6,7.765480545572632
57,55,2.223404255319149,0.6,7.7587368374053245
57,56,0.01,0.6,7.761473419288967
57,57,2.1237113402061856,0.6,7.741927237840112
57,58,0.01,0.6,7.76012326201049
57,59,1.8584905660377358,0.6,7.75834954329647
57,60,0.01,0.6,7.76546873770113
57,61,1.9705882352941178,0.6,7.7573069729240185
57,62,0.01,0.6,7.7647739903823
57,63,2.1237113402061856,0.6,7.726596471915514
57,64,0.01,0.6,7.764635065082698
57,65,1.9134615384615385,0.6,7.760389449776764
57,66,0.01,0.6,7.765156136442923
57,67,1.8857142857142857,0.6,7.755352087620075
57,68,0.01,0.6,7.763642152113135
57,69,2.223404255319149,0.6,7.751354602228071
57,70,0.01,0.6,7.7640724975527675
57,71,2.0,0.6,7.746192310026098
57,72,0.01,0.6,7.765733484715696
57,73,2.0,0.6,7.7639320464560075
57,74,0.01,0.6,7.76504894450611
57,75,1.941747572815534,0.6,7.748208626388137
57,76,0.01,0.6,7.761960529157553
57,77,1.7798165137614679,0.6,7.743947157070894
57,78,0.01,0.6,7.763653975983297
57,79,2.0,0.6,7.763672931453877
57,80,0.01,0.6,7.76389162044452
57,81,2.2934782608695654,0.6,7.750990953179333
57,82,0.01,0.6,7.762314378074585
57,83,1.9705882352941178,0.6,7.752569900523719
57,84,0.01,0.6,7.763429520038248
57,85,2.1153846153846154,0.8,4.455203874409848
57,86,0.01,0.6,7.7639193793124575
57,87,2.2580645161290325,0.6,7.759455058157684
57,88,0.01,0.6,7.765572297326931
57,89,2.1894736842105265,0.6,7.758948313158202
57,90,0.01,0.6,7.765549652404634
57,91,1.8857142857142857,0.6,7.766023840732588
57,92,0.01,0.6,7.76403494540877
57,93,2.15625,0.6,7.736879889811587
57,94,0.01,0.6,7.761913962774275
57,95,1.8857142857142857,0.6,7.757815640212203
57,96,0.01,0.6,7.7623457383923835
57,97,2.0606060606060606,0.6,7.7427685941904585
57,98,0.01,0.6,7.765895341857702
57,99,2.1894736842105265,0.6,7.76414868477602
58,1,0.023622047244094488,0.6,7.763499156664198
58,2,3.04,0.6,7.680955609692506
58,3,0.024193548387096774,0.6,7.763564152077191
58,4,1.02,0.6,7.760012606936584
58,5,0.024,0.6,7.760852946307059
58,6,3.2083333333333335,0.6,7.757686402023933
58,7,0.023622047244094488,0.6,7.759629577063012
58,8,1.02,0.6,7.764012667058273
58,9,0.023622047244094488,0.6,7.758643399198846
58,10,3.0945945945945947,0.6,7.735449678339125
58,11,0.023809523809523808,0.6,7.763653036343479
58,12,1.02,0.6,7.760039221600209
58,13,0.023809523809523808,0.6,7.7572565028703835
58,14,3.04,0.6,7.744480110702514
58,15,0.023622047244094488,0.6,7.764095806882193
58,16,1.02,0.6,7.756876994328858
58,17,0.023622047244094488,0.6,7.757623982536944
58,18,3.210526315789474,0.6,4.429730819438733
58,19,0.024,0.6,7.763121181181501
58,20,1.02,0.6,7.761869022609099
58,21,0.024390243902439025,0.6,7.763828535819013
58,22,2.8846153846153846,0.6,7.714489044658673
58,23,0.023622047244094488,0.6,7.764952614621734
58,24,1.02,0.6,7.752488304050442
58,25,0.023622047244094488,0.6,7.762150545329978
58,26,3.0945945945945947,0.6,7.759357593755939
58,27,0.023809523809523808,0.6,7.7571196430489895
58,28,1.02,0.6,7.751315642455384
58,29,0.023809523809523808,0.6,7.7650433249894935
58,30,3.0,0.6,4.469231697872123
58,31,0.023622047244094488,0.6,7.761728531340841
58,32,1.02,0.6,7.765428867103732
58,33,0.023622047244094488,0.6,7.750293336350907
58,34,2.740740740740741,0.6,7.742067269823821
58,35,0.024390243902439025,0.6,7.762065738888717
58,36,1.02,0.6,7.736963256670007
58,37,0.024,0.6,7.763619127121814
58,38,2.7875,0.6,7.758034671361955
58,39,0.023622047244094488,0.6,7.751822465435774
58,40,1.02,0.6,7.761302288081572
58,41,0.023622047244094488,0.6,7.76141589721626
58,42,2.935064935064935,0.6,7.757882949655712
58,43,0.023809523809523808,0.6,7.761617251318819
58,44,1.02,0.6,7.760483134861877
58,45,0.023809523809523808,0.6,7.765002255322639
58,46,2.8846153846153846,0.6,7.7219226274383574
58,47,0.023622047244094488,0.6,7.751547216217887
58,48,1.02,0.6,7.765505603329176
58,49,0.023622047244094488,0.6,7.763327752176042
58,50,2.935064935064935,0.6,7.74829507810301
58,51,0.024,0.6,7.744373161331955
58,52,1.02,0.6,7.7608724782831136
58,53,0.024193548387096774,0.6,7.759836361245547
58,54,3.142857142857143,0.6,4.725891476586964
58,55,0.023622047244094488,0.6,7.764062051377287
58,56,1.02,0.6,7.760857897665536
58,57,0.023622047244094488,0.6,7.766573888130715
58,58,3.1506849315068495,0.6,7.751993073223483
58,59,0.023809523809523808,0.6,7.760369021659416
58,60,1.02,0.6,7.759629021504867
58,61,0.023809523809523808,0.6,7.758260745169794
58,62,3.0945945945945947,0.6,7.751936532953861
58,63,0.023622047244094488,0.6,7.753426424614952
58,64,1.02,0.6,7.7615772448171185
58,65,0.023622047244094488,0.6,7.754232419033767
58,66,2.7875,0.6,7.7513085571585805
58,67,0.024193548387096774,0.6,7.755839893562464
58,68,1.02,0.6,7.761077145774434
58,69,0.024,0.6,7.7625487372873945
58,70,2.935064935064935,0.6,7.753305423883401
58,71,0.023622047244094488,0.6,7.761571346800243
58,72,1.02,0.6,7.763860929732535
58,73,0.023622047244094488,0.6,7.746454068122686
58,74,3.1506849315068495,0.6,7.762320920638155
58,75,0.023809523809523808,0.6,7.762008039014707
58,76,1.02,0.6,7.763439594754161
58,77,0.023809523809523808,0.6,7.758047308810935
58,78,3.0945945945945947,0.6,7.745443234706403
58,79,0.023622047244094488,0.6,7.7615107023109475
58,80,1.02,0.6,7.762683532412945
58,81,0.023622047244094488,0.6,7.762210494558926
58,82,3.263157894736842,0.8,4.454163849986923
58,83,0.024,0.6,7.757972480040275
58,84,1.02,0.6,7.762728969865192
58,85,0.024793388429752067,0.6,7.761608885415072
58,86,2.7875,0.6,7.734756670674168
58,87,0.023622047244094488,0.6,7.764689761362362
58,88,1.02,0.6,7.760468975360003
58,89,0.023622047244094488,0.6,7.759704597548657
58,90,2.9545454545454546,0.6,4.769717513308502
58,91,0.023809523809523808,0.6,7.759261746663971
58,92,1.02,0.6,7.763524190582821
58,93,0.023809523809523808,0.6,7.7624175058232625
58,94,3.2083333333333335,0.6,7.764294904356167
58,95,0.023622047244094488,0.6,7.7467139718304265
58,96,1.02,0.6,7.76243150539964
58,97,0.023622047244094488,0.6,7.761050797178848
58,98,3.04,0.6,7.760375613177695
58,99,0.02459016393442623,0.6,7.756911017779126
59,1,1.9134615384615385,0.6,7.753297112615456
59,2,0.01,0.6,7.764764089231713
59,3,2.1237113402061856,0.6,7.749999937705203
59,4,0.01,0.6,7.766406170983373
59,5,1.9705882352941178,0.6,7.760805291136274
59,6,0.01,0.6,7.764246045087674
59,7,2.03,0.6,7.757665372834071
59,8,0.01,0.6,7.764837056957154
59,9,2.0,0.6,7.762523924273114
59,10,0.01,0.6,7.763338999629047
59,11,1.8857142857142857,0.6,7.752199591587152
59,12,0.01,0.6,7.765064765485647
59,13,2.0,0.6,7.759324517613206
59,14,0.01,0.6,7.764796867728455
59,15,2.076923076923077,0.6,4.42791672232593
59,16,0.01,0.6,7.764625127959425
59,17,1.8055555555555556,0.6,7.764285318426832
59,18,0.01,0.6,7.763998281076908
59,19,2.223404255319149,0.6,7.739778756457795
59,20,0.01,0.6,7.7652418207892655
59,21,1.8317757009345794,0.6,7.748622336359437
59,22,0.01,0.6,7.763140275626341
59,23,2.0,0.6,7.759759100953684
59,24,0.01,0.6,7.763582010753014
59,25,1.962962962962963,0.6,4.468182063777692
59,26,0.01,0.6,7.764107295557983
59,27,1.9705882352941178,0.6,7.740401938240265
59,28,0.01,0.6,7.763515318674571
59,29,2.2934782608695654,0.6,7.762292771288264
59,30,0.01,0.6,7.763812594531524
59,31,2.1237113402061856,0.6,7.763921243649682
59,32,0.01,0.6,7.76431557936654
59,33,2.03,0.6,7.735811921305128
59,34,0.01,0.6,7.764817405963603
59,35,1.7297297297297298,0.6,7.751883212533491
59,36,0.01,0.6,7.761521271264963
59,37,2.0606060606060606,0.6,7.757814630977609
59,38,0.01,0.6,7.763997571176195
59,39,1.941747572815534,0.6,7.75352716079828
59,40,0.01,0.6,7.763889101370228
59,41,2.5531914893617023,0.6,4.594260687327464
59,42,0.01,0.6,7.762483984443918
59,43,2.0,0.6,7.757243002816651
59,44,0.01,0.6,7.765373267140953
59,45,2.15625,0.6,7.753276349188008
59,46,0.01,0.6,7.7651940118697045
59,47,2.4827586206896552,0.6,7.756923370384297
59,48,0.01,0.6,7.760903230808941
59,49,1.9705882352941178,0.6,7.75509938703556
59,50,0.01,0.6,7.764495313174651
59,51,2.15625,0.6,7.7581272212527965
59,52,0.01,0.6,7.762964310985666
59,53,1.941747572815534,0.6,7.762826113847787
59,54,0.01,0.6,7.7658244347974605
59,55,1.8584905660377358,0.6,7.758618638975159
59,56,0.01,0.6,7.761792440714665
59,57,2.32967032967033,0.6,7.761741481196483
59,58,0.01,0.6,7.7618848234754525
59,59,1.8584905660377358,0.6,7.747333092516046
59,60,0.01,0.6,7.764403845674624
59,61,1.9134615384615385,0.6,7.763506590261045
59,62,0.01,0.6,7.764566696114491
59,63,2.0918367346938775,0.6,7.756860025030808
59,64,0.01,0.6,7.765730787069441
59,65,2.0,0.6,7.7657469617323045
59,66,0.01,0.6,7.7657838853444385
59,67,2.0918367346938775,0.6,7.746651031677784
59,68,0.01,0.6,7.7610670480756765
59,69,2.0,0.6,7.755755206634521
59,70,0.01,0.6,7.756595517078975
59,71,1.8584905660377358,0.6,7.757395258246706
59,72,0.01,0.6,7.7654435348734925
59,73,2.03,0.6,7.755297823178433
59,74,0.01,0.6,7.763331539282769
59,75,2.0606060606060606,0.6,7.752275968004097
59,76,0.01,0.6,7.757610958938301
59,77,2.2580645161290325,0.6,7.747527112473989
59,78,0.01,0.6,7.766170693552818
59,79,2.306122448979592,0.8,4.451797169065888
59,80,0.01,0.6,7.765177755979195
59,81,2.0918367346938775,0.6,7.755090812545707
59,82,0.01,0.6,7.7654395678414385
59,83,1.8584905660377358,0.6,7.732540459281483
59,84,0.01,0.6,7.765617993172666
59,85,1.8317757009345794,0.6,7.753665922301399
59,86,0.01,0.6,7.765996071789843
59,87,2.2580645161290325,0.6,7.753802413335293
59,88,0.01,0.6,7.766109406391846
59,89,1.9134615384615385,0.6,7.750678599872911
59,90,0.01,0.6,7.76510940478633
59,91,1.7297297297297298,0.6,7.752184905374264
59,92,0.01,0.6,7.7637348325260405
59,93,2.03,0.6,7.757398726762261
59,94,0.01,0.6,7.763928746075801
59,95,2.1237113402061856,0.6,7.756326763615272
59,96,0.01,0.6,7.760338732049632
59,97,1.9705882352941178,0.6,7.754294028456135
59,98,0.01,0.6,7.765869602808678
59,99,1.9134615384615385,0.6,7.747422670935791
60,1,0.046153846153846156,0.6,7.740486989882479
60,2,1.0080645161290323,0.6,7.741257366094925
60,3,0.046153846153846156,0.6,7.758499933132444
60,4,3.8870967741935485,0.6,7.493281975664748
60,5,0.046153846153846156,0.6,7.757036062623271
60,6,1.008,0.6,7.761264297928373
60,7,0.046153846153846156,0.6,7.760606430578048
60,8,2.03,0.6,7.760315757440209
60,9,0.046875,0.6,7.732686820178548
60,10,1.008,0.6,7.761465433800717
60,11,0.046153846153846156,0.6,7.750234213871593
60,12,4.333333333333333,0.6,3.9903158755550647
60,13,0.046153846153846156,0.6,7.745131644677954
60,14,1.0080645161290323,0.6,7.747603338325119
60,15,0.047619047619047616,0.6,7.759882169288657
60,16,2.03,0.6,7.758525292374699
60,17,0.046153846153846156,0.6,7.752926376031927
60,18,1.0081967213114753,0.6,7.7593127988533155
60,19,0.046153846153846156,0.6,7.744495734832131
60,20,3.8484848484848486,0.6,4.462084856353206
60,21,0.046153846153846156,0.6,7.744958862408521
60,22,1.008,0.6,7.7638112109716415
